image_path,caption
combined/train/Normal/ssci_148.PNG,there is a large umbrella on the side of a building by the water
combined/train/Normal/r12c5f70bt.png,there is a red fire hydrant in front of a tree with orange leaves
combined/train/Normal/718.png,there are many cars parked in a parking lot next to a building
combined/train/Normal/709.png,there is a bag sitting on a table in the kitchen
combined/train/Normal/r13a16a0at.png,there is a view of a narrow alley with clothes hanging out to dry
combined/train/Normal/248.png,there is a small figurine of a clown on top of a refrigerator
combined/train/Normal/ssci_138.PNG,this is an image of a street corner with a building in the background
combined/train/Normal/r065472d8t.png,there is a bridge over a body of water with a building in the background
combined/train/Normal/94.png,there is a frying pan sitting on a stove top in a kitchen
combined/train/Normal/r09245347t.png,this is an image of a church with stained glass windows
combined/train/Normal/r04eda41ct.png,there is a man that is standing in the middle of the street
combined/train/Normal/480.png,there is a stuffed animal sitting next to a plate of fruit and a book
combined/train/Normal/r19d72b0ct.png,there is a red bell with a picture of a cartoon character on it
combined/train/Normal/236.png,there is a clock on the wall in the kitchen of this house
combined/train/Normal/r0eea5a7et.png,there is a horse that is standing on the side of a mountain
combined/train/Normal/r13907965t.png,there is a group of people walking on a bridge with statues
combined/train/Normal/r18302db2t.png,there is a man that is sitting on a bench on a hill
combined/train/Normal/771.png,solar panels on the roof of a building in a city
combined/train/Normal/ssci_134.PNG,this is an image of a modern building with a green roof
combined/train/Normal/675.png,foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo
combined/train/Normal/ssci_106.JPG,there is a clock on the side of a building with a balcony
combined/train/Normal/48.png,there is a drawer full of shoes and other items in it
combined/train/Normal/r1c146589t.png,there is a large tree that has fallen over in the woods
combined/train/Normal/ssci_228.PNG,this is an image of a subway station with a sign on the ceiling
combined/train/Normal/r036e2a9at.png,there is a view of a small town in the mountains
combined/train/Normal/ssci_130.PNG,there is a red brick building with a green tree in front of it
combined/train/Normal/r039a5ef5t.png,there is a car parked in front of a building with snow on top
combined/train/Normal/677.png,there is a foosball table in the middle of a living room
combined/train/Normal/r039a851bt.png,there is a tall building with a clock on the front of it
combined/train/Normal/761.png,there is a blue ping pong table on wheels in a room
combined/train/Normal/r09670876t.png,there is a large white building with a tall tower in the background
combined/train/Normal/r1639a65ct.png,there are many birds that are standing in the grass near a building
combined/train/Normal/ssci_219.PNG,there is a small cabin in the middle of the woods
combined/train/Normal/655.png,there is a teddy bear that is laying on a bed
combined/train/Normal/227.png,there is a bird that is sitting on a window sill
combined/train/Normal/762.png,there is a blue ping pong table on wheels in a room
combined/train/Normal/726.png,there is a red fire hydrant sitting in the middle of the grass
combined/train/Normal/r002fc3e2t.png,there is a fountain in the middle of a park with people sitting on benches
combined/train/Normal/238.png,there is a clock hanging on the wall in the kitchen
combined/train/Normal/r0450c4c0t.png,there is a man in a costume that is riding a motorcycle
combined/train/Normal/r08b41f18t.png,there are pink flowers on the branches of a cherry tree
combined/train/Normal/61.png,there is a blue and white vase with flowers in it
combined/train/Normal/r1a57cb29t.png,there is a horse that is standing in the grass in the mountains
combined/train/Normal/ssci_117.JPG,there is a person standing on a rocky beach with a surfboard
combined/train/Normal/222.png,there is a towel rack in a bathroom with a towel hanging from it
combined/train/Normal/330.png,"this is an image of a table with a stuffed animal, books, and other items"
combined/train/Normal/511.png,there is a stuffed animal that is sitting next to a backpack
combined/train/Normal/579.png,"there is a bathroom with a sink, toilet and brooms in it"
combined/train/Normal/r0284aa1at.png,there is a picture of a building with a lot of windows on it
combined/train/Normal/r08788547t.png,there is a chandelier in the middle of a room with red curtains
combined/train/Normal/r0a71c689t.png,there is a snow covered field with a mountain in the background
combined/train/Normal/231.png,there is a plant in a pot next to a fan on the wall
combined/train/Normal/ssci_140.PNG,there is a walkway lined with palm trees next to a building
combined/train/Normal/r1567e512t.png,there is a person skiing down a hill on a sunny day
combined/train/Normal/645.png,there is a teddy bear sitting next to a pillow on a bed
combined/train/Normal/ssci_91.JPG,there is a large grassy area with a building in the background
combined/train/Normal/ssci_39.JPG,there is a statue of a fish on display in a museum
combined/train/Normal/r1c09b002t.png,there is a small building on the side of a mountain
combined/train/Normal/r0744a10et.png,there is a tall building with a clock on the side of it
combined/train/Normal/621.png,there is a shelf full of books and a plant in the corner
combined/train/Normal/r0e35d1fct.png,there is a statue of a man sitting on top of a cement structure
combined/train/Normal/r19c9183at.png,there is a large body of water surrounded by trees and mountains
combined/train/Normal/ssci_116.JPG,there is a pile of driftwood on the shore of the ocean
combined/train/Normal/r08f2d4c6t.png,there are a lot of statues that are in the water
combined/train/Normal/r06d3ac60t.png,there is a glass case with a candle and a clock in it
combined/train/Normal/r135df877t.png,there is a cemetery with a lot of tombstones and flowers on it
combined/train/Normal/r188eb234t.png,several people sitting on a park bench under a tree with pink flowers
combined/train/Normal/ssci_167.PNG,there is a tall brick building with a balcony on the top of it
combined/train/Normal/r006fcc20t.png,there is a small stream running through the middle of a grassy field
combined/train/Normal/r1af60295t.png,there is a view of a body of water with trees in the foreground
combined/train/Normal/r1d2bb70at.png,there is a large fountain with statues in the middle of it
combined/train/Normal/r0f71782et.png,there are a group of people that are playing violin together
combined/train/Normal/r0d61db4ct.png,there is a view of the mountains from the top of a hill
combined/train/Normal/r1b8b1b14t.png,there are many boats on the water in front of a city
combined/train/Normal/r113ee9edt.png,cars are parked on the side of the road in front of a building
combined/train/Normal/35.png,brightly colored vases sit on a wooden entertainment center in front of a television
combined/train/Normal/232.png,there is a plant in a pot next to a fan on the wall
combined/train/Normal/ssci_38.JPG,there is a vase with a painting on it on display
combined/train/Normal/r05d9d749t.png,there are two young boys in school uniforms posing for a picture
combined/train/Normal/ssci_29.JPG,there are three vases on display on a glass shelf
combined/train/Normal/ssci_25.JPG,there is a very tall building with a clock on the front of it
combined/train/Normal/ssci_204.PNG,there is a pond with water lillies and a pavilion in the background
combined/train/Normal/r1c4e6a62t.png,there are many people that are standing outside of a building
combined/train/Normal/r02e1abe2t.png,someone is taking a picture of a statue in front of a building
combined/train/Normal/142.png,there is a picture of a ceiling with a blue light in it
combined/train/Normal/r142b504bt.png,there is a white building with blue windows on the side of a mountain
combined/train/Normal/r1ca254b2t.png,mountains in the distance with trees and snow on the ground
combined/train/Normal/104.png,there is a view of a kitchen through a glass door
combined/train/Normal/ssci_65.JPG,there is a street sign on the side of the road near a building
combined/train/Normal/r04395e54t.png,painting on the ceiling of a building with a clock on it
combined/train/Normal/ssci_154.PNG,there is a red fire hydrant sitting in the middle of a walkway
combined/train/Normal/ssci_165.PNG,there is a train station with a train on the tracks
combined/train/Normal/543.png,there are a lot of items that are sitting on a table
combined/train/Normal/r1f5ad4e0t.png,there is a statue of a man holding a sword next to a dog
combined/train/Normal/737.png,there is a blue trash can sitting in front of a building
combined/train/Normal/r0b0e2ba5t.png,there is a bench that is next to a tree near a body of water
combined/train/Normal/r0383e9c3t.png,there are many people that are sitting at tables in a church
combined/train/Normal/r19ba7288t.png,there are many people walking around in front of a large building
combined/train/Normal/70.png,there is a box that is sitting on top of a table
combined/train/Normal/ssci_10.JPG,there is a blue sign in the middle of a train station
combined/train/Normal/r141e4467t.png,there is a large building with a statue on top of it
combined/train/Normal/r05f3bc6ct.png,there is a man standing in a large room with tables and chairs
combined/train/Normal/162.png,there is a computer mouse sitting on top of a wooden desk
combined/train/Normal/r133c5a52t.png,there is a large stone building with steps leading up to it
combined/train/Normal/517.png,there are a lot of stuff on the desk next to a backpack
combined/train/Normal/r1c99500bt.png,there is a windmill that is on the side of the road
combined/train/Normal/r1011a436t.png,there are many people sitting at tables under umbrellas in a courtyard
combined/train/Normal/634.png,there is a backpack that is sitting on a shelf in a closet
combined/train/Normal/ssci_227.PNG,this is an image of a building with a sign in front of it
combined/train/Normal/186.png,there is a white vanity with a mirror and a black chair
combined/train/Normal/r1b165d45t.png,there is a car that is parked in front of a building
combined/train/Normal/ssci_176.PNG,there is a wooden bench in the middle of a park
combined/train/Normal/73.png,there is a box that is sitting on top of a table
combined/train/Normal/ssci_52.JPG,there is a statue of a cat on display in a glass case
combined/train/Normal/92.png,there is a frying pan on top of a stove in a kitchen
combined/train/Normal/542.png,this is a picture of a table with a lot of things on it
combined/train/Normal/766.png,this is an image of a tennis court with blue chairs and a flag
combined/train/Normal/261.png,there is a book shelf with many different books on it
combined/train/Normal/ssci_208.PNG,there is a stone path in the middle of a park with trees
combined/train/Normal/r06836fdat.png,there is a large field of sunflowers in the middle of a field
combined/train/Normal/r1655a008t.png,there is a small village in the middle of a green valley
combined/train/Normal/ssci_58.JPG,there is a statue of a man standing in front of a building
combined/train/Normal/r0cbdc6f8t.png,there is a very tall clock tower in the middle of a city
combined/train/Normal/r0a8e5f8at.png,there is a cow that is standing in the middle of a field
combined/train/Normal/ssci_75.JPG,there is a tall building with a clock on the front of it
combined/train/Normal/r1c6377bat.png,reeds in the foreground of a lake with mountains in the background
combined/train/Normal/ssci_31.JPG,there is a statue of a man that is on display in a glass case
combined/train/Normal/r1bd70210t.png,there is a view of a street from inside a bus
combined/train/Normal/r0bc1a779t.png,this is an image of a church with stained glass windows
combined/train/Normal/167.png,there is a suitcase sitting on the floor next to a bookcase
combined/train/Normal/r1e8acc5ct.png,there are a lot of people that are standing in the street
combined/train/Normal/628.png,there is a closet in the corner of a room with a lot of clutter
combined/train/Normal/r0fef53bft.png,there is a small stream running through the middle of a forest
combined/train/Normal/506.png,there are many stuffed animals sitting on a table next to a tree
combined/train/Normal/r01c95f68t.png,there is a horse that is standing in the middle of a field
combined/train/Normal/r12cbfb1et.png,there is a man that is standing on the side of a cliff
combined/train/Normal/r179ec4e8t.png,there is a view of a bridge over a river from a distance
combined/train/Normal/562.png,this is a picture of a construction site with a crane in the background
combined/train/Normal/r1d9eaf70t.png,there is a snow covered mountain in the distance with a ski lift on it
combined/train/Normal/681.png,there are a lot of stuffed animals on display in a store
combined/train/Normal/r18791531t.png,there is a car that is parked on the side of a snowy road
combined/train/Normal/r10c5fc29t.png,there is a view of the mountains from the top of a hill
combined/train/Normal/204.png,there is a basketball sitting on top of boxes in a room
combined/train/Normal/646.png,there is a teddy bear sitting next to a pillow on a bed
combined/train/Normal/75.png,there is a sink with a faucet and a bottle on the counter
combined/train/Normal/r06b161adt.png,there is a red fire hydrant in the middle of a forest
combined/train/Normal/r0a42c0f6t.png,there are two statues of men standing next to each other on a wall
combined/train/Normal/r0773471dt.png,there is a helicopter that is flying over a field of grass
combined/train/Normal/r01ef1b4at.png,there is a man riding a horse on a trail in the mountains
combined/train/Normal/r0cfedd72t.png,there is a statue of a woman holding a cup in a building
combined/train/Normal/744.png,there is a basketball net in the middle of a basketball court
combined/train/Normal/r09a79474t.png,there is a snow covered street with a fire hydrant in the middle
combined/train/Normal/ssci_28.JPG,there are two pieces of art on display on the wall
combined/train/Normal/538.png,there is a plant that is sitting on a shelf in a room
combined/train/Normal/651.png,"there is a pile of gloves, gloves and a scarf on a bed"
combined/train/Normal/r0a72568ct.png,there is a statue with a bird perched on top of it
combined/train/Normal/r01cbb7fdt.png,there is a close up of a purple flower with a white center
combined/train/Normal/r187df69ft.png,there is a view of a snow covered mountain from a plane window
combined/train/Normal/r0c5e9567t.png,there is a bird that is sitting on the ledge of a fountain
combined/train/Normal/ssci_179.PNG,there is a view of a covered porch from the outside
combined/train/Normal/r07d13149t.png,there is a view of a field of crops from a train window
combined/train/Normal/r088dcebft.png,there is a horse that is standing on the side of a hill
combined/train/Normal/r0f25b326t.png,there is a cable car that is going up the mountain
combined/train/Normal/89.png,there are many jars of food on the counter in the kitchen
combined/train/Normal/r0777fea4t.png,there is a small stream running through a forest filled with rocks
combined/train/Normal/r008a2095t.png,there is a park with a swing set and a lot of trees
combined/train/Normal/r083ca67ct.png,there is a group of people that are walking around in the park
combined/train/Normal/r026b5360t.png,there is a person walking down the road with a dog
combined/train/Normal/r0af5a8cct.png,there are many ducks swimming in the water with lily pads
combined/train/Normal/ssci_114.JPG,there is a boat that is in the water near a building
combined/train/Normal/r12c1798bt.png,there is a wooden dock on the water with a chair on it
combined/train/Normal/r1aa43470t.png,there is a large field of yellow and white flowers next to a body of water
combined/train/Normal/752.png,brightly colored flags line the edge of an indoor swimming pool
combined/train/Normal/ssci_107.JPG,there is a close up of a rusted iron bar on a brick wall
combined/train/Normal/550.png,there is a box with a notepad and a pair of headphones on it
combined/train/Normal/r144e095dt.png,there are many people that are walking around in the park
combined/train/Normal/r026cedb7t.png,there are many people walking around in a park near a building
combined/train/Normal/r06bfc92at.png,there is a man that is standing on a bridge by the water
combined/train/Normal/615.png,there is a pink suitcase sitting next to a chair in a room
combined/train/Normal/r06aa7dabt.png,there is a sprinkle of water in the middle of a garden
combined/train/Normal/r15eef8b9t.png,this is an image of a church with a large painting on it
combined/train/Normal/605.png,there is a picture of a sign on the door of a building
combined/train/Normal/r0f137652t.png,there is a man that is standing in the rain with a red umbrella
combined/train/Normal/ssci_24.JPG,there is a map of a city that is on the ground
combined/train/Normal/213.png,there is a small stool in the corner of a small room
combined/train/Normal/r01291f20t.png,there are many yellow flowers that are blooming in the garden
combined/train/Normal/r179ed8d7t.png,there are two women walking down the street holding umbrellas
combined/train/Normal/505.png,there is a small christmas tree on a desk next to a stuffed animal
combined/train/Normal/114.png,there is a cup that has a pair of scissors in it
combined/train/Normal/185.png,there is a white vanity with a mirror and a black chair
combined/train/Normal/240.png,there is a cat that is sitting on the floor in the house
combined/train/Normal/r1be2a3d5t.png,there are people walking in the courtyard of a building in a town
combined/train/Normal/r0eb07be3t.png,this is an image of a large building with a large poster on it
combined/train/Normal/r12946364t.png,there is a statue of a man riding a horse on top of a building
combined/train/Normal/r0f2e6baft.png,there is a man sitting at a table writing on a piece of paper
combined/train/Normal/r0b1f92a9t.png,there is a man that is standing on the side of a mountain
combined/train/Normal/r077507cat.png,there are a lot of people that are standing in the street
combined/train/Normal/344.png,there is a big hero in the corner of the room next to a backpack
combined/train/Normal/ssci_46.JPG,there is a close up of a column with a clock on it
combined/train/Normal/r10f888c2t.png,there is a horse that is standing in the snow by the mountains
combined/train/Normal/r096982ddt.png,there is a horse that is standing in the grass by a fence
combined/train/Normal/759.png,there is a ping pong table in the middle of the room
combined/train/Normal/ssci_122.JPG,there is a fire station with a fire hydrant in front of it
combined/train/Normal/r0ab7202ft.png,there is a bird that is standing in the water near rocks
combined/train/Normal/176.png,there is a bed with white sheets and pillows on it in a bedroom
combined/train/Normal/r1d4377f7t.png,there is a horse that is standing on the side of a hill
combined/train/Normal/r1d1cf607t.png,there is a woman that is sitting down with a bag
combined/train/Normal/ssci_222.PNG,there is a bench that is sitting in the middle of the park
combined/train/Normal/660.png,there is a table with bowling balls on it and a toilet
combined/train/Normal/727.png,there is a red fire hydrant sitting in the middle of the grass
combined/train/Normal/ssci_115.JPG,there is a cow that is standing in the grass by some trees
combined/train/Normal/r1882b6e6t.png,there is a picture of a painting on the wall of a room
combined/train/Normal/r1b6c1adbt.png,there is a narrow alley with stairs leading up to a building
combined/train/Normal/95.png,this is an image of a drawer full of food and drinks
combined/train/Normal/97.png,there are a lot of dishes and spoons in a dish rack
combined/train/Normal/124.png,there is a refrigerator with a lot of food inside of it
combined/train/Normal/119.png,there is an open refrigerator with a lot of food in it
combined/train/Normal/r1f2f31e2t.png,there is a woman in a pink dress with a pink hat on
combined/train/Normal/ssci_18.JPG,there is a clock on the side of a building on a cloudy day
combined/train/Normal/ssci_102.JPG,there is a man that is standing at a counter in a building
combined/train/Normal/654.png,there is a cat that is laying on a bed with clothes on it
combined/train/Normal/r126a22b8t.png,there is a red fire hydrant sitting in the middle of a field
combined/train/Normal/100.png,this is an image of a dishwasher with dishes in it
combined/train/Normal/r053d2196t.png,there is a man that is playing a guitar in front of a fountain
combined/train/Normal/211.png,there is a white dresser with a mirror and a plastic box on it
combined/train/Normal/500.png,there are many stuffed animals and toys on a table
combined/train/Normal/ssci_123.JPG,there is a red brick building with a clock on the front of it
combined/train/Normal/r1d99d1f3t.png,there is a large building in the background with a clock on it
combined/train/Normal/r0b82ae9bt.png,there is a view of the ruins of a city with a clock tower
combined/train/Normal/76.png,there is a sink with a faucet and a bottle on the counter
combined/train/Normal/r02b7536at.png,there is a group of people sitting on the grass in front of a house
combined/train/Normal/r13f26c35t.png,this is a picture of a mosaic floor with a bird on it
combined/train/Normal/193.png,this is an image of a fan in a corner of a room
combined/train/Normal/r0ebb0bb4t.png,there is a gold clock with roman numerals on the face
combined/train/Normal/r1e69b067t.png,there is a man and a woman that are walking up a hill
combined/train/Normal/r11bf0779t.png,there is a horse that is standing in the grass by the water
combined/train/Normal/608.png,there is a book shelf with many books and a laptop on it
combined/train/Normal/r08873591t.png,there is a close up picture of some tall grass in a field
combined/train/Normal/r03b0c944t.png,there are a lot of goats that are standing in the grass
combined/train/Normal/ssci_74.JPG,there is a large building with a clock on the top of it
combined/train/Normal/191.png,this is an image of a closet with clothes hanging on it
combined/train/Normal/528.png,anime figurines are sitting on a shelf next to a box of coffee
combined/train/Normal/r0b61ed37t.png,there is a bike that is chained to a fence in the snow
combined/train/Normal/ssci_139.PNG,there is a large building that is next to a street
combined/train/Normal/r121f7893t.png,there is a person riding a skateboard down a path in a field
combined/train/Normal/r1aa53167t.png,there is a goat that is standing in the grass by some rocks
combined/train/Normal/r134ba6abt.png,there is a man that is standing in the grass by the water
combined/train/Normal/623.png,there is a sign on the door of a building with drawings on it
combined/train/Normal/642.png,several pairs of shoes are sitting on the floor under a bed
combined/train/Normal/r04e19833t.png,there is a large body of water surrounded by trees and mountains
combined/train/Normal/r0b50b69ct.png,there are many sheep grazing on a grassy hill next to a lake
combined/train/Normal/r1a8d7a86t.png,there are many people that are walking around in the street
combined/train/Normal/r000da54ft.png,purple flowers on a tree with a soccer field in the background
combined/train/Normal/138.png,there is a box of tissues on a table next to a box of tissues
combined/train/Normal/ssci_4.JPG,there is an electric car charging station on the side of the road
combined/train/Normal/629.png,there is a purse and a pair of shoes in a closet
combined/train/Normal/r0648cff8t.png,there is a bus that is driving down the street in the city
combined/train/Normal/r00c4a543t.png,sunlight shining through a tree with white flowers in the foreground
combined/train/Normal/r0d56c1d7t.png,there is a cow that is standing in the grass by a tree
combined/train/Normal/r1d47bfc2t.png,there is a yellow bucket sitting on the steps in front of a building
combined/train/Normal/r1322c4d6t.png,there is a woman that is walking her dog in the middle of the street
combined/train/Normal/r0bf1bbect.png,this is an image of a church with pews and a chandelier
combined/train/Normal/r09c8e042t.png,there is a horse that is standing on the side of a hill
combined/train/Normal/225.png,there is a toilet that is in a bathroom with a toilet brush
combined/train/Normal/561.png,there is a truck that is parked in front of a building under construction
