image_path,caption
our485/high/688.png,there is a long hallway with tables and couches in it
our485/high/468.png,there is a stuffed animal that is sitting next to a bowl of fruit
our485/high/9.png,several stuffed animals are sitting on top of a bed
our485/high/604.png,there is a picture of a sign on the door of a building
our485/high/102.png,there is a view of a kitchen through a glass door
our485/high/254.png,there is a large building in the middle of a large city
our485/high/658.png,there is a red tote bag hanging from the side of a cabinet
our485/high/647.png,there is a bed with a mosquito net and a stuffed animal on it
our485/high/689.png,there is a long hallway with tables and couches in it
our485/high/233.png,there is a orange and black fire hydrant in the middle of some plants
our485/high/200.png,there is a white chest of drawers with a vase on top of it
our485/high/743.png,there is a basketball net in the middle of a basketball court
our485/high/713.png,this is an image of a microwave and a coffee maker on a table
our485/high/546.png,there is an open book sitting on top of a desk next to a cell phone
our485/high/56.png,there is a small refrigerator in the corner of a cabinet
our485/high/515.png,there are many stuffed animals and a backpack sitting on a table
our485/high/578.png,there is a bathroom with a sink and a mirror in it
our485/high/116.png,this is an image of a desk with a telephone and a remote control
our485/high/555.png,there is a stuffed animal that is sitting on a desk
our485/high/533.png,there is a small figurine of a man and a woman on a desk
our485/high/488.png,there is a large stuffed bear sitting on a desk next to a bunch of books
our485/high/80.png,there is a white cupboard with dishes and cups on it
our485/high/698.png,there is a sign with a castle on top of it in a building
our485/high/130.png,there is a bag of rice in a plastic container on the floor
our485/high/592.png,doorway view of a bathroom with a radiator and shower curtain
our485/high/586.png,this is an image of a washer and dryer in a laundry room
our485/high/522.png,"there is a backpack, a plate of fruit, and a stuffed animal on a table"
our485/high/50.png,there is a cat sitting on a chair next to a potted plant
our485/high/607.png,there is a bookshelf with a lot of books on it
our485/high/779.png,there is a blue floor in a large building with lots of windows
our485/high/199.png,there is a white chest of drawers with a vase on top of it
our485/high/112.png,there is a metal cup with a wooden handle on a counter
our485/high/763.png,there is a tennis court that has been painted green with yellow poles
our485/high/788.png,there is a scooter that is parked in front of a building
our485/high/501.png,there are many stuffed animals that are sitting on a table
our485/high/723.png,there is a red and white sign on the side of a building
our485/high/747.png,row of white benches in a swimming pool with a clock on the wall
our485/high/552.png,"there are a lot of toothbrushes, toothpaste, toothpaste, toothpaste, and toothpaste on the counter"
our485/high/775.png,there is an empty tennis court with blue chairs and a green tennis court
our485/high/93.png,there is a frying pan sitting on a stove top in a kitchen
our485/high/150.png,there is a backpack sitting on top of a dresser in a closet
our485/high/774.png,there is a picture of a hallway in a building with signs on it
our485/high/113.png,there is a cup that has a toothbrush in it on a counter
our485/high/741.png,this is an image of a hallway with glass walls and flooring
our485/high/59.png,there is a blue and white vase with flowers in it
our485/high/674.png,foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo
our485/high/785.png,there are two bikes parked outside of a building next to a tree
our485/high/169.png,there is a wooden cabinet with many items on top of it
our485/high/529.png,anime figurines are sitting on a shelf next to a box of coffee
our485/high/194.png,there is a fan that is sitting on the wall next to a bucket
our485/high/136.png,there are two wooden tables sitting next to each other on the floor
our485/high/198.png,there is a white air conditioner sitting on a wall in a bathroom
our485/high/724.png,there is a red fire hydrant sitting in the middle of the grass
our485/high/683.png,foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo foo
our485/high/640.png,several pairs of shoes are sitting on the floor under a bed
our485/high/14.png,this is a picture of a wall mounted air conditioner in a room
our485/high/784.png,there are two bikes parked outside of a building next to a tree
our485/high/576.png,there is a long hallway with a green light in the middle
our485/high/574.png,there is a picture of a window with a screen on it
our485/high/701.png,there is a sign with a castle on top of it in a building
our485/high/484.png,there is a stuffed animal and other items on a desk
our485/high/39.png,there is a plant on top of a cabinet in a living room
our485/high/610.png,there are many clothes hanging on a clothes rack in a room
our485/high/132.png,there are two wooden tables with a bag on top of them
our485/high/781.png,there are two bikes parked outside of a building next to a tree
our485/high/715.png,there are many bikes that are parked in front of a building
our485/high/549.png,this is an image of a cluttered desk with a lot of papers
our485/high/777.png,there is an empty tennis court with blue chairs and a green tennis court
our485/high/696.png,there is a blue couch and two blue chairs in a room
our485/high/609.png,there is a book shelf with many books and a laptop on it
our485/high/107.png,this is an image of a kitchen sink with a lot of cleaning supplies
our485/high/262.png,there are many books that are on a book shelf together
our485/high/215.png,there is a small stool sitting in the corner of a bedroom
our485/high/769.png,there is a blue tile floor in a large building with windows
our485/high/614.png,there is a pink suitcase sitting next to a chair in a room
our485/high/471.png,there is a spongebob sitting on a desk next to a color swater
our485/high/83.png,there is a water heater on the wall next to a window
our485/high/597.png,there is a shower in a bathroom with a blue shower curtain
our485/high/473.png,there is a spongebob sitting on a desk next to a vase of flowers
our485/high/587.png,this is an image of a washer and dryer in a laundry room
our485/high/770.png,there is a blue tile floor in a large building with windows
our485/high/731.png,there is a small air conditioner on the side of a building
our485/high/691.png,there is a room that has a bunch of archery targets in it
our485/high/38.png,brightly colored vases sit on a wooden entertainment center in front of a television
our485/high/151.png,there is a white cabinet with a bunch of clothes hanging on it
our485/high/2.png,there is a bookcase with books and a refrigerator in the corner
our485/high/530.png,anime figurines are sitting on a shelf next to a box of coffee
our485/high/702.png,tables and chairs in a room with a plant in the corner
our485/high/10.png,several stuffed animals are sitting on a bed with a pillow
our485/high/598.png,there is a sink with a soap dispenser and a sponge on the counter
our485/high/82.png,there is a white cupboard with dishes and cups on it
our485/high/460.png,there is a pile of stuffed animals and fruit on a table
our485/high/242.png,this is an image of a living room with a refrigerator in it
our485/high/251.png,there is a ceiling light that is on in a room
our485/high/174.png,bedspread with white sheets and pillows on top of a wooden bed
our485/high/250.png,there is a white refrigerator and a white refrigerator in a room
our485/high/131.png,there are two wooden tables that are sitting next to each other
our485/high/36.png,there are two vases that are sitting on the entertainment center
our485/high/157.png,there is a wooden cabinet with a drawer full of wine bottles
our485/high/143.png,this is an image of a closet with clothes hanging on a rack
our485/high/221.png,there is a shower head and a toilet in a bathroom
our485/high/746.png,this is an indoor basketball court with a net and a basketball hoop
our485/high/570.png,there is a large building with a blue roof and a basketball ball on top
our485/high/700.png,there is a sign with a castle on top of it in a building
our485/high/152.png,there is a closet with a bunch of clothes hanging on it
our485/high/137.png,there is a tissue box sitting on a table next to a tissue box
our485/high/556.png,there is a stuffed animal that is sitting on a desk
our485/high/81.png,there is a white cupboard with dishes and cups on it
our485/high/239.png,there is a cat that is sitting on the floor in the house
our485/high/58.png,there is a red backpack sitting on a couch in a living room
our485/high/661.png,there is a table with bowling balls on it and a toilet
our485/high/483.png,there is a stuffed animal that is sitting next to a plate of fruit
our485/high/764.png,there is a tennis court that has been painted green with yellow poles
our485/high/732.png,there is a small air conditioner on the side of a building
our485/high/122.png,there is a refrigerator with a lot of food inside of it
our485/high/639.png,several pairs of shoes are sitting on the floor under a bed
our485/high/684.png,there is a shelf full of food and toys in a store
our485/high/712.png,this is an image of a microwave and a coffee maker on a table
our485/high/735.png,there is a statue of a man sitting on top of a chair
our485/high/734.png,there is a red door with chinese writing on the side of it
our485/high/722.png,there is a red and white sign on the side of a building
our485/high/187.png,there is a white vanity with a mirror and a black chair
our485/high/106.png,this is an image of a kitchen sink with a lot of cleaning supplies
our485/high/585.png,this is an image of a washer and dryer in a laundry room
our485/high/117.png,there is an open refrigerator with a lot of food in it
our485/high/220.png,there is a shower head and a toilet in a bathroom
our485/high/617.png,there is a trash can sitting in the corner of a kitchen
our485/high/667.png,there is a red bowling ball sitting on a bowling alley
our485/high/244.png,there is a woman laying on a couch with a bag on it
our485/high/263.png,there is a laptop computer sitting on top of a bed
our485/high/650.png,"there is a pile of gloves, gloves and a scarf on a bed"
our485/high/594.png,there is a shower in a bathroom with a blue shower curtain
our485/high/680.png,there are a lot of stuffed animals on display in a store
our485/high/572.png,there is a large building with a blue roof in the middle of a city
our485/high/18.png,there is a white desk with a laptop on top of it
our485/high/63.png,there is a wooden table with four chairs and a box on it
our485/high/534.png,there is a stack of books sitting on a desk next to a computer
our485/high/745.png,this is an indoor basketball court with a net and a basketball hoop
our485/high/264.png,there is a laptop computer sitting on top of a bed
our485/high/21.png,there is a stuffed animal that is sitting on top of a box
our485/high/495.png,"there is a teddy bear sitting next to a bottle of water, grapes, and other items"
our485/high/12.png,there is a book shelf that has a bunch of books on it
our485/high/739.png,there is a stair case with a poster on the wall next to it
our485/high/514.png,there is a pile of toys and a backpack sitting on a table
our485/high/616.png,there are a lot of items that are sitting on the floor
our485/high/720.png,there are many bicycles parked next to each other on the sidewalk
our485/high/98.png,there are a lot of dishes and spoons in the dishwasher
our485/high/524.png,there is a pink box with a red ribbon on a desk
our485/high/127.png,there is a bag of rice in a plastic container on the floor
our485/high/666.png,there is a red bowling ball sitting on a bowling alley
our485/high/553.png,"this is a picture of a bathroom counter with a mirror, toothbrushes, and other items"
our485/high/219.png,there is a shower head and a toilet in a bathroom
our485/high/184.png,there is a white vanity with a mirror and a black stool
our485/high/782.png,there are two bikes parked outside of a building next to a tree
our485/high/757.png,there is a view of a climbing wall through a glass window
our485/high/627.png,there is a closet in the corner of a room with a lot of clutter
our485/high/751.png,brightly colored flags line the edge of an indoor swimming pool
our485/high/28.png,there is a small bed with a stuffed animal on top of it
our485/high/490.png,there is a teddy bear and a stuffed animal next to a drum
our485/high/464.png,"there is a pile of stuffed animals, fruit, and a backpack on a desk"
our485/high/202.png,there is a picture of a vase and a picture on a shelf
our485/high/247.png,there is a woman laying on a couch with a bag on it
our485/high/758.png,there is a view of a climbing wall through a glass window
our485/high/469.png,there is a stuffed spongebob sitting next to a ball of yarn
our485/high/476.png,there is a spongebob pillow on a desk next to a clock
our485/high/481.png,there is a stuffed animal next to a plate of fruit and a book
our485/high/559.png,there is a small air conditioner sitting in the corner of a room
our485/high/625.png,there are many books stacked on top of each other on a shelf
our485/high/67.png,there is a television that is sitting on top of a table
our485/high/96.png,this is an image of a drawer full of food and drinks
our485/high/243.png,there is a white refrigerator in the corner of a living room
our485/high/502.png,there is a teddy bear that is sitting next to a bottle of water
our485/high/690.png,there is a room that has a bunch of archery targets in it
our485/high/733.png,there is a red door with chinese writing on the side of it
our485/high/159.png,there are many jars of food that are on a shelf
our485/high/662.png,there are two computer screens with numbers on them in a room
our485/high/563.png,this is a picture of a construction site that is under construction
our485/high/551.png,there is a suitcase that has a tie and other items in it
our485/high/685.png,there is a shelf full of food and toys in a store
our485/high/554.png,there is a stuffed animal that is sitting on a desk
our485/high/596.png,there is a shower in a bathroom with a blue shower curtain
our485/high/246.png,there is a woman laying on a couch with a bag on it
our485/high/195.png,there is a fan that is sitting on a wall next to a trash can
our485/high/105.png,this is an image of a kitchen sink with a lot of cleaning supplies
our485/high/479.png,there is a stuffed spongebob sitting on a desk next to a bowl of fruit
our485/high/612.png,there is a air conditioner on the wall above a bookshelf
our485/high/125.png,there is an open refrigerator with some food inside of it
our485/high/121.png,bottles of condiments and condiments sit in a refrigerator
our485/high/216.png,there is a flat screen tv mounted on a wall in a living room
our485/high/69.png,there is a box that is sitting on top of a table
our485/high/154.png,there are many cups and mugs sitting on a shelf in a cabinet
our485/high/637.png,there are many pairs of shoes that are under a sheered curtain
our485/high/267.png,there is a cabinet with a lot of items in it
our485/high/663.png,there are two computer screens with numbers on them in a room
our485/high/241.png,there is a white refrigerator in the corner of a living room
our485/high/188.png,there is a bed with two pillows and a blanket on it
our485/high/716.png,there is a statue of a man with a smile on his face
our485/high/86.png,there is a water heater on the wall next to a window
our485/high/776.png,there is an empty tennis court with blue chairs and a green tennis court
our485/high/258.png,there are a lot of colorful items hanging on the wall
our485/high/77.png,this is an image of a toaster oven sitting on a counter
our485/high/498.png,there are many stuffed animals and books on the table
our485/high/265.png,there is a cabinet with a lot of items in it
our485/high/638.png,there are many pairs of shoes that are under a net
our485/high/103.png,there is a view of a kitchen through a glass door
our485/high/144.png,this is an image of a closet with clothes hanging on a rack
our485/high/472.png,there is a spongebob that is sitting on a desk next to a water bottle
our485/high/695.png,there is a chair that is sitting in the middle of a room
our485/high/644.png,several pairs of shoes are sitting on the floor under a bed
our485/high/540.png,there is a pile of money sitting on top of a wooden table
our485/high/109.png,there is a white cabinet with a sink and a toilet in it
our485/high/496.png,several stuffed animals are sitting on a shelf next to a plate of fruit
our485/high/714.png,there are many bikes that are parked in front of a building
our485/high/697.png,there is a blue couch and two blue chairs in a room
our485/high/567.png,there is a yellow crane that is standing in front of a building
our485/high/526.png,there is a bottle of raid insect repellent next to a remote control
our485/high/527.png,there is a bottle of raid spray sitting on a window sill
our485/high/648.png,there is a bed with a mosquito net and a stuffed animal on it
our485/high/595.png,there is a shower in a bathroom with a blue shower curtain
our485/high/573.png,there is a picture of a window with a screen on it
our485/high/74.png,there is a box that is sitting on top of a table
our485/high/653.png,"there is a pile of gloves, gloves and a scarf on a bed"
our485/high/525.png,there is a pink box with a red ribbon on a desk
our485/high/120.png,there is an open refrigerator with a lot of food inside of it
our485/high/630.png,there is a purse and a pair of shoes in a closet
our485/high/118.png,there is an open refrigerator with a lot of food in it
our485/high/772.png,solar panels on the roof of a building in a city
our485/high/670.png,there are many dresses hanging up on a wall in a store
our485/high/17.png,there is a white desk with a laptop on top of it
our485/high/53.png,there is a small refrigerator in the corner of a cabinet
our485/high/486.png,there is a stuffed animal that is sitting next to a plate of fruit
our485/high/196.png,there is a white air conditioner sitting on a wall in a bathroom
our485/high/626.png,there are many books stacked on top of each other on a shelf
our485/high/571.png,there is a large building with a blue roof in the middle of a city
our485/high/160.png,there are many jars of food that are sitting on a shelf
our485/high/671.png,there are many dresses hanging up on a wall in a store
our485/high/140.png,there is a chair that has a hat on top of it
our485/high/620.png,there is a shelf full of books and a plant in the corner
our485/high/736.png,there is a statue of a man sitting on top of a chair
our485/high/52.png,there is a black chair that is sitting in front of some plants
our485/high/5.png,there is a bookshelf filled with lots of books and binders
our485/high/139.png,there is a chair that has a hat on top of it
our485/high/172.png,this is a close up of a shelf with a bunch of wires
our485/high/64.png,there is a wooden table with four chairs and a box on it
our485/high/719.png,there are many cars parked in a parking lot next to a building
our485/high/16.png,this is a picture of a wall mounted air conditioner on a wall
our485/high/545.png,there is a white shelf with various cosmetics and a box on it
our485/high/725.png,there is a red fire hydrant sitting in the middle of the grass
our485/high/328.png,"this is an image of a table with a stuffed animal, books, and other items"
our485/high/643.png,several pairs of shoes are sitting on the floor under a bed
our485/high/760.png,there is a ping pong table in the middle of the room
our485/high/203.png,there is a picture of a vase and a picture on a shelf
our485/high/489.png,there is a big white stuffed bear sitting next to a blue water bottle
our485/high/45.png,there is a glass cabinet with a lot of items in it
our485/high/24.png,there is a stuffed animal that is sitting next to a box
our485/high/548.png,this is an image of a desk with a bunch of papers on it
our485/high/88.png,there are many jars and jars on the counter in the kitchen
our485/high/649.png,bedspread with blue and white checkered bedspread and a black bow
our485/high/624.png,there are many books stacked on top of each other on a shelf
our485/high/115.png,there is a telephone on a desk with a remote control on it
our485/high/249.png,there is a white refrigerator and a white refrigerator freezer in a room
our485/high/128.png,there is a bag of rice in a plastic container on the floor
our485/high/668.png,there is a bowling alley with bowling pins and bowling balls
our485/high/583.png,"there is a bathroom with a sink, toilet and brooms in it"
our485/high/710.png,there is a room that has a table and a chair in it
our485/high/6.png,there is a bookshelf filled with lots of books and binders
our485/high/87.png,there are many jars and jars of food on the counter
our485/high/686.png,avengers figurines are displayed in a glass case in a store
our485/high/787.png,there is a scooter that is parked in front of a building
our485/high/51.png,there is a cat that is sitting on a chair in a room
our485/high/703.png,tables and chairs in a room with a plant in the corner
our485/high/728.png,there is a red fire hydrant sitting in the middle of the grass
our485/high/591.png,this is an image of a washer and dryer in a laundry room
our485/high/101.png,there is a view of a kitchen through a glass door
our485/high/606.png,there is a bookshelf with a lot of books on it
our485/high/717.png,there is a statue of a man with a smile on his face
our485/high/135.png,there are two wooden tables that are sitting next to each other
our485/high/482.png,there is a stuffed animal that is sitting next to a plate of fruit
our485/high/740.png,there is a stair case with a poster on the wall next to it
our485/high/512.png,there is a teddy bear sitting next to a pile of fruit and vegetables
our485/high/123.png,there is a refrigerator with a lot of food inside of it
our485/high/91.png,there is a frying pan sitting on a stove top in a kitchen
our485/high/504.png,there is a stuffed animal sitting on a table next to a christmas tree
our485/high/230.png,there is a plant in a pot next to a fan on the wall
our485/high/738.png,there is a blue trash can sitting in front of a building
our485/high/478.png,there is a stuffed animal sitting on a desk next to a bowl of fruit
our485/high/44.png,there is a glass cabinet with a lot of items in it
our485/high/189.png,there is a bed with two pillows and a blanket on top of it
our485/high/541.png,there is a pile of money sitting on top of a wooden table
our485/high/601.png,there are three urinals on the wall in a public bathroom
our485/high/730.png,there is a atm machine with a sign on the front door
our485/high/68.png,there is a television sitting on top of a wooden shelf
our485/high/180.png,there is a sink in the corner of a bathroom next to a window
our485/high/46.png,there is a glass cabinet with a lot of items in it
our485/high/508.png,there is a big white stuffed animal sitting next to a pile of food
our485/high/499.png,there is a stuffed animal that is next to a plate of fruit
our485/high/711.png,there is a room that has a table and a chair in it
our485/high/664.png,this is an image of a room with a computer and a desk
our485/high/470.png,there is a stuffed spongebob sitting on a desk surrounded by fruit and vegetables
our485/high/57.png,there is a red backpack sitting on a couch in a living room
our485/high/84.png,there is a water heater on the wall next to a window
our485/high/475.png,there is a stuffed spongebob sitting on a desk next to a bowl of fruit
our485/high/564.png,there are many trees on the roof of a building in the city
our485/high/687.png,avengers figurines are displayed in a glass case in a store
our485/high/15.png,this is a picture of a wall mounted air conditioner in a room
our485/high/210.png,there is a white dresser with a mirror and a plastic box on it
our485/high/252.png,there is a ceiling light that is on in a room
our485/high/531.png,anime figurines are sitting on a shelf next to a box of coffee
our485/high/507.png,there is a big white stuffed animal sitting next to a pile of food
our485/high/704.png,tables and chairs in a room with a plant in the corner
our485/high/565.png,there is a view of a rooftop from a building in the city
our485/high/679.png,there is a bird feeder that has a beehive on top of it
our485/high/523.png,there is a black backpack sitting next to a pile of fruit
our485/high/183.png,there is a desk with a chair and a mirror on it
our485/high/678.png,there is a bird feeder that has a beehive on top of it
our485/high/450.png,there is a stuffed animal sitting on a desk next to other stuffed animals
our485/high/485.png,there is a stuffed animal that is sitting next to a plate of fruit
our485/high/708.png,there is a bag sitting on a table in the kitchen
our485/high/569.png,there are many people standing on the balconies of a building
our485/high/622.png,there is a picture of a door with a bunch of drawings on it
our485/high/537.png,there is a plant that is growing out of a book shelf
our485/high/783.png,there are two bikes parked outside of a building next to a tree
our485/high/60.png,there is a blue and white vase with flowers in it
our485/high/235.png,there is a fire hydrant in the middle of a potted plant
our485/high/99.png,there is a dishwasher filled with white dishes in a kitchen
our485/high/765.png,this is an image of a tennis court with blue chairs and a flag
our485/high/593.png,doorway view of a bathroom with a radiator and shower curtain
our485/high/676.png,there is a foosball table in the middle of a living room
our485/high/228.png,there is a small bird sitting on a window sill in the rain
our485/high/27.png,there is a small bed with a stuffed animal on top of it
our485/high/237.png,there is a clock on the wall in the kitchen of this house
our485/high/692.png,there are many different types of tennis rackets in this room
our485/high/474.png,there is a stuffed spongebob sitting on a desk next to a bowl of fruit
our485/high/201.png,there is a white chest of drawers with a vase on top of it
our485/high/539.png,there is a plant that is sitting on a shelf in a room
our485/high/773.png,there is a picture of a hallway in a building with signs on it
our485/high/78.png,this is an image of a toaster oven sitting on a counter
our485/high/212.png,there is a white dresser with a mirror and a plastic box on it
our485/high/47.png,there is a drawer full of shoes and other items in it
our485/high/786.png,there are two bikes parked outside of a building next to a tree
our485/high/207.png,pillows stacked on top of each other on a bed in a bedroom
our485/high/149.png,there is a backpack sitting on top of a shelf in a closet
our485/high/487.png,there is a stuffed animal that is sitting next to a plate of fruit
our485/high/13.png,this is a picture of a wall mounted air conditioner in a room
our485/high/535.png,there is a stack of books sitting on a desk next to a computer
our485/high/260.png,there is a book shelf with many books and a clock on it
our485/high/253.png,there is a light that is on in the ceiling of a room
our485/high/206.png,there is a basketball sitting on top of boxes in a room
our485/high/789.png,there is a scooter that is parked in front of a building
our485/high/557.png,there is a stuffed animal that is sitting on a desk
our485/high/613.png,there is a white air conditioner sitting on a shelf in a room
our485/high/600.png,there are three urinals on the wall in a public bathroom
our485/high/342.png,there is a big hero stuffed animal sitting on a shelf next to other items
our485/high/721.png,there are many bicycles parked next to each other on the sidewalk
our485/high/694.png,there is a chair that is sitting in the middle of a room
our485/high/590.png,this is an image of a washer and dryer in a laundry room
our485/high/566.png,there is a yellow crane that is standing in front of a building
our485/high/259.png,there is a book shelf with many different books on it
our485/high/25.png,there is a small bed with a stuffed animal on top of it
our485/high/54.png,there is a small refrigerator in the corner of a cabinet
our485/high/558.png,there is a small air conditioner sitting in the corner of a room
our485/high/611.png,there are many clothes hanging on a clothes rack in a room
our485/high/62.png,there is a blue and white vase with flowers in it
our485/high/699.png,there is a sign with a castle on top of it in a building
our485/high/750.png,there is a swimming pool in the middle of a building
our485/high/141.png,this is a picture of a ceiling with a blue light in it
our485/high/693.png,there are many different types of tennis rackets in this room
our485/high/532.png,there is a small figurine of a man and a woman on a desk
our485/high/560.png,there is a truck that is parked on the side of the road
our485/high/110.png,there is a white cabinet with a sink and a basket in it
our485/high/544.png,there is a white shelf with a box of cosmetics and other items
our485/high/26.png,there is a small bed with a stuffed animal on top of it
our485/high/568.png,several people are standing on the balconies of an apartment building
our485/high/633.png,there is a backpack that is sitting on a shelf in a closet
our485/high/729.png,there is a atm machine with a sign on the front door
our485/high/257.png,there are a lot of colorful items hanging on the wall
our485/high/477.png,there is a stuffed animal that is next to a plate of fruit
our485/high/42.png,there is a plant that is sitting on top of a cabinet
our485/high/175.png,bedspread with white sheets and pillows on top of a wooden bed
our485/high/494.png,there is a teddy bear sitting next to a bottle of water and grapes
our485/high/659.png,there is a red tote bag hanging from the side of a cabinet
our485/high/497.png,there are many stuffed animals that are sitting on a shelf
eval15/high/780.png,there is a blue floor in a large building with lots of windows
eval15/high/778.png,there is a tennis court with blue chairs and a tennis court in the background
eval15/high/493.png,there is a teddy bear sitting next to a bunch of grapes and other items
